page_number,segment_count,has_items,item_ids,standards,years,question_numbers
58,1,yes,g5_science_5.8B_2022_q1,5.8(B),2022,1
59,1,yes,g5_science_5.8B_2022_q24,5.8(B),2022,24
60,1,yes,g5_science_5.8B_2021_q8,5.8(B),2021,8
61,1,yes,g5_science_5.8B_2021_q20,5.8(B),2021,20
62,1,yes,g5_science_5.8B_2019_q12,5.8(B),2019,12
63,1,yes,g5_science_5.8B_2019_q16,5.8(B),2019,16
64,1,yes,g5_science_5.8C_2025_q2,5.8(C),2025,2
65,1,yes,g5_science_5.8C_2025_q17,5.8(C),2025,17
66,1,yes,g5_science_5.8C_2024_q10,5.8(C),2024,10
67,1,yes,g5_science_5.8C_2024_q24,5.8(C),2024,24
68,1,yes,g5_science_5.8C_2023_q7,5.8(C),2023,7
69,1,yes,g5_science_5.8C_2023_q31,5.8(C),2023,31
70,1,yes,g5_science_5.8C_2022_q3,5.8(C),2022,3
71,1,yes,g5_science_5.8C_2022_q19,5.8(C),2022,19
72,1,yes,g5_science_5.8C_2021_q3,5.8(C),2021,3
73,1,yes,g5_science_5.8C_2021_q24,5.8(C),2021,24
74,1,yes,g5_science_5.8C_2019_q9,5.8(C),2019,9
75,1,yes,g5_science_5.8C_2019_q17,5.8(C),2019,17
76,0,no,,,,
77,1,yes,g5_science_5.9A_2025_q4,5.9(A),2025,4
78,1,yes,g5_science_5.9A_2025_q13,5.9(A),2025,13
79,1,yes,g5_science_5.9A_2024_q8,5.9(A),2024,8
80,1,yes,g5_science_5.9A_2023_q23,5.9(A),2023,23
81,1,yes,g5_science_5.8C_2022_q2,5.8(C),2022,2
82,1,yes,g5_science_5.8C_2022_q26,5.8(C),2022,26
83,1,yes,g5_science_5.8C_2021_q2,5.8(C),2021,2
84,1,yes,g5_science_5.8C_2021_q23,5.8(C),2021,23
85,1,yes,g5_science_5.8C_2019_q20,5.8(C),2019,20
86,1,yes,g5_science_4.9B_2023_q21,4.9(B),2023,21
87,1,yes,g5_science_3.9B_2022_q9,3.9(B),2022,9
88,1,yes,g5_science_3.9B_2021_q14,3.9(B),2021,14
89,0,no,,,,
90,1,yes,g5_science_5.10A_2021_q18,5.10(A),2021,18
91,1,yes,g5_science_5.10A_2019_q2,5.10(A),2019,2
92,1,yes,g5_science_5.10B_2025_q27,5.10(B),2025,27
93,1,yes,g5_science_5.10B_2025_q32,5.10(B),2025,32
94,1,yes,g5_science_5.10B_2024_q15,5.10(B),2024,15
95,1,yes,g5_science_5.10B_2024_q22,5.10(B),2024,22
96,1,yes,g5_science_5.10B_2022_q6,5.10(B),2022,6
97,2,yes,g5_science_5.10B_2021_q26; g5_science_5.10B_2021_q36,5.10(B); 5.10(B),2021; 2021,26; 36
98,1,yes,g5_science_5.10B_2019_q13,5.10(B),2019,13
99,1,yes,g5_science_5.10C_2025_q6,5.10(C),2025,6
100,1,yes,g5_science_5.10C_2025_q25,5.10(C),2025,25
101,1,yes,g5_science_5.10C_2024_q2,5.10(C),2024,2
102,1,yes,g5_science_5.10C_2024_q27,5.10(C),2024,27
103,1,yes,g5_science_5.10C_2023_q17,5.10(C),2023,17
104,1,yes,g5_science_5.10C_2022_q14,5.10(C),2022,14
105,1,yes,g5_science_5.10C_2022_q28,5.10(C),2022,28
106,1,yes,g5_science_5.10C_2021_q7,5.10(C),2021,7
107,1,yes,g5_science_5.10C_2021_q34,5.10(C),2021,34
108,1,yes,g5_science_5.10C_2019_q8,5.10(C),2019,8
109,1,yes,g5_science_5.10C_2019_q34,5.10(C),2019,34
110,1,yes,g5_science_4.10A_2025_q15,4.10(A),2025,15
111,1,yes,g5_science_4.10A_2024_q13,4.10(A),2024,13
112,1,yes,g5_science_4.10A_2023_q9,4.10(A),2023,9
113,1,yes,g5_science_4.10A_2022_q11,4.10(A),2022,11
114,1,yes,g5_science_4.10C_2024_q21,4.10(C),2024,21
115,1,yes,g5_science_4.10C_2019_q29,4.10(C),2019,29
116,1,yes,g5_science_3.10C_2025_q29,3.10(C),2025,29
117,1,yes,g5_science_3.10C_2019_q25,3.10(C),2019,25
118,0,no,,,,
119,1,yes,g5_science_5.10B_2025_q10,5.10(B),2025,10
120,1,yes,g5_science_5.10B_2023_q18,5.10(B),2023,18
121,1,yes,g5_science_5.10B_2023_q30,5.10(B),2023,30
122,1,yes,g5_science_5.10B_2022_q32,5.10(B),2022,32
123,1,yes,g5_science_5.10B_2019_q18,5.10(B),2019,18
124,1,yes,g5_science_4.11A_2023_q11,4.11(A),2023,11
125,1,yes,g5_science_4.11A_2022_q20,4.11(A),2022,20
126,1,yes,g5_science_4.11A_2021_q31,4.11(A),2021,31
127,1,yes,g5_science_4.11A_2019_q28,4.11(A),2019,28
128,0,no,,,,
129,1,yes,g5_science_5.12A_2025_q9,5.12(A),2025,9
130,1,yes,g5_science_5.12A_2025_q26,5.12(A),2025,26
131,1,yes,g5_science_5.12A_2025_q30,5.12(A),2025,30
132,1,yes,g5_science_5.12A_2024_q20,5.12(A),2024,20
133,1,yes,g5_science_5.12A_2023_q10,5.12(A),2023,10
134,1,yes,g5_science_5.12A_2023_q32,5.12(A),2023,32
135,1,yes,g5_science_5.12A_2022_q12,5.12(A),2022,12
136,1,yes,g5_science_5.12A_2022_q17,5.12(A),2022,17
137,1,yes,g5_science_5.12A_2021_q22,5.12(A),2021,22
138,1,yes,g5_science_5.12A_2021_q33,5.12(A),2021,33
139,1,yes,g5_science_5.12A_2019_q19,5.12(A),2019,19
140,1,yes,g5_science_5.12A_2019_q27,5.12(A),2019,27
141,1,yes,g5_science_3.12D_2025_q1,3.12(D),2025,1
142,1,yes,g5_science_3.12D_2025_q24,3.12(D),2025,24
143,1,yes,g5_science_3.12D_2024_q6,3.12(D),2024,6
144,1,yes,g5_science_3.12D_2023_q22,3.12(D),2023,22
145,1,yes,g5_science_3.12D_2022_q27,3.12(D),2022,27
146,1,yes,g5_science_3.12D_2021_q13,3.12(D),2021,13
147,1,yes,g5_science_3.12D_2019_q23,3.12(D),2019,23
148,0,no,,,,
149,1,yes,g5_science_5.13A_2025_q5,5.13(A),2025,5
150,1,yes,g5_science_5.13A_2025_q14,5.13(A),2025,14
151,1,yes,g5_science_5.13A_2025_q20,5.13(A),2025,20
152,1,yes,g5_science_5.13A_2024_q23,5.13(A),2024,23
153,1,yes,g5_science_5.13A_2023_q12,5.13(A),2023,12
154,1,yes,g5_science_5.13A_2023_q19,5.13(A),2023,19
155,1,yes,g5_science_5.13A_2022_q15,5.13(A),2022,15
156,1,yes,g5_science_5.13A_2022_q21,5.13(A),2022,21
157,1,yes,g5_science_5.13A_2021_q35,5.13(A),2021,35
158,1,yes,g5_science_5.13A_2019_q26,5.13(A),2019,26
159,1,yes,g5_science_5.13A_2019_q31,5.13(A),2019,31
160,0,no,,,,
