page_number,segment_count,has_items,item_ids,standards,years,question_numbers
50,1,yes,g8_social-studies_8.12A_2018_q22,8.12(A),2018,22
51,1,yes,g8_social-studies_8.12B_2025_q33,8.12(B),2025,33
52,1,yes,g8_social-studies_8.12B_2023_q5,8.12(B),2023,5
53,1,yes,g8_social-studies_8.12B_2022_q25,8.12(B),2022,25
54,1,yes,g8_social-studies_8.12B_2021_q39,8.12(B),2021,39
55,1,yes,g8_social-studies_8.12B_2017_q22,8.12(B),2017,22
56,1,yes,g8_social-studies_8.12B_2016_q23,8.12(B),2016,23
57,1,yes,g8_social-studies_8.12B_2015_q11,8.12(B),2015,11
58,1,yes,g8_social-studies_8.12C_2021_q14,8.12(C),2021,14
59,1,yes,g8_social-studies_8.15E_2021_q29,8.15(E),2021,29
60,1,yes,g8_social-studies_8.15E_2013_q45,8.15(E),2013,45
61,1,yes,g8_social-studies_8.23A_2022_q43,8.23(A),2022,43
62,1,yes,g8_social-studies_8.23A_2018_q19,8.23(A),2018,19
63,1,yes,g8_social-studies_8.23A_2013_q18,8.23(A),2013,18
64,1,yes,g8_social-studies_8.23C_2021_q36,8.23(C),2021,36
65,1,yes,g8_social-studies_8.23C_2019_q37,8.23(C),2019,37
66,1,yes,g8_social-studies_8.25A_2025_q24,8.25(A),2025,24
67,1,yes,g8_social-studies_8.25A_2024_q26,8.25(A),2024,26
68,1,yes,g8_social-studies_8.25A_2013_q16,8.25(A),2013,16
69,0,no,,,,
70,1,yes,g8_social-studies_8.1A_2025_q2,8.1(A),2025,2
71,1,yes,g8_social-studies_8.1A_2024_q2,8.1(A),2024,2
72,1,yes,g8_social-studies_8.1A_2023_q19,8.1(A),2023,19
73,1,yes,g8_social-studies_8.1A_2015_q31,8.1(A),2015,31
74,1,yes,g8_social-studies_8.1A_2013_q2,8.1(A),2013,2
75,1,yes,g8_social-studies_8.4A_2024_q37,8.4(A),2024,37
76,1,yes,g8_social-studies_8.4A_2023_q7,8.4(A),2023,7
77,1,yes,g8_social-studies_8.4A_2022_q4,8.4(A),2022,4
78,1,yes,g8_social-studies_8.4A_2021_q38,8.4(A),2021,38
79,1,yes,g8_social-studies_8.4A_2019_q24,8.4(A),2019,24
80,1,yes,g8_social-studies_8.4A_2018_q5,8.4(A),2018,5
81,1,yes,g8_social-studies_8.4A_2017_q2,8.4(A),2017,2
82,1,yes,g8_social-studies_8.4A_2016_q27,8.4(A),2016,27
83,1,yes,g8_social-studies_8.4A_2015_q8,8.4(A),2015,8
84,1,yes,g8_social-studies_8.4A_2014_q8,8.4(A),2014,8
85,1,yes,g8_social-studies_8.4A_2013_q12,8.4(A),2013,12
86,1,yes,g8_social-studies_8.4B_2013_q25,8.4(B),2013,25
87,1,yes,g8_social-studies_8.4C_2025_q9,8.4(C),2025,9
88,2,yes,g8_social-studies_8.4C_2023_q35; g8_social-studies_8.4C_2021_q12,8.4(C); 8.4(C),2023; 2021,35; 12
89,1,yes,g8_social-studies_8.4C_2019_q35,8.4(C),2019,35
90,1,yes,g8_social-studies_8.4C_2017_q20,8.4(C),2017,20
91,1,yes,g8_social-studies_8.4C_2016_q6,8.4(C),2016,6
92,1,yes,g8_social-studies_8.4C_2015_q40,8.4(C),2015,40
93,1,yes,g8_social-studies_8.4C_2014_q11,8.4(C),2014,11
94,1,yes,g8_social-studies_8.10C_2024_q22,8.10(C),2024,22
95,1,yes,g8_social-studies_8.11A_2018_q8,8.11(A),2018,8
96,1,yes,g8_social-studies_8.15C_2017_q35,8.15(C),2017,35
97,1,yes,g8_social-studies_8.15C_2015_q49,8.15(C),2015,49
98,1,yes,g8_social-studies_8.19A_2024_q20,8.19(A),2024,20
99,2,yes,g8_social-studies_8.19A_2021_q31; g8_social-studies_8.19A_2017_q1,8.19(A); 8.19(A),2021; 2017,31; 1
100,2,yes,g8_social-studies_8.19A_2016_q30; g8_social-studies_8.19A_2014_q22,8.19(A); 8.19(A),2016; 2014,30; 22
101,1,yes,g8_social-studies_8.19A_2013_q36,8.19(A),2013,36
102,1,yes,g8_social-studies_8.20A_2022_q23,8.20(A),2022,23
103,1,yes,g8_social-studies_8.20A_2017_q14,8.20(A),2017,14
104,1,yes,g8_social-studies_8.20B_2018_q39,8.20(B),2018,39
105,1,yes,g8_social-studies_8.20B_2015_q37,8.20(B),2015,37
106,1,yes,g8_social-studies_8.22B_2025_q25,8.22(B),2025,25
107,1,yes,g8_social-studies_8.22B_2021_q21,8.22(B),2021,21
108,1,yes,g8_social-studies_8.22B_2013_q37,8.22(B),2013,37
109,0,no,,,,
110,1,yes,g8_social-studies_8.1B_2013_q34,8.1(B),2013,34
111,1,yes,g8_social-studies_8.4D_2025_q27,8.4(D),2025,27
112,1,yes,g8_social-studies_8.4D_2024_q30,8.4(D),2024,30
113,2,yes,g8_social-studies_8.4D_2023_q4; g8_social-studies_8.4D_2022_q12,8.4(D); 8.4(D),2023; 2022,4; 12
114,1,yes,g8_social-studies_8.4D_2021_q33,8.4(D),2021,33
115,1,yes,g8_social-studies_8.4D_2017_q32,8.4(D),2017,32
116,1,yes,g8_social-studies_8.4D_2015_q18,8.4(D),2015,18
117,1,yes,g8_social-studies_8.4D_2013_q3,8.4(D),2013,3
118,1,yes,g8_social-studies_8.15A_2025_q13,8.15(A),2025,13
119,1,yes,g8_social-studies_8.15A_2024_q34,8.15(A),2024,34
120,1,yes,g8_social-studies_8.15A_2022_q11,8.15(A),2022,11
121,1,yes,g8_social-studies_8.15A_2016_q25,8.15(A),2016,25
122,1,yes,g8_social-studies_8.15A_2015_q14,8.15(A),2015,14
123,1,yes,g8_social-studies_8.15A_2014_q16,8.15(A),2014,16
124,1,yes,g8_social-studies_8.15B_2023_q13,8.15(B),2023,13
125,1,yes,g8_social-studies_8.15B_2018_q4,8.15(B),2018,4
126,2,yes,g8_social-studies_8.15B_2017_q38; g8_social-studies_8.15B_2016_q19,8.15(B); 8.15(B),2017; 2016,38; 19
127,1,yes,g8_social-studies_8.15B_2014_q46,8.15(B),2014,46
128,1,yes,g8_social-studies_8.15C_2025_q26,8.15(C),2025,26
129,2,yes,g8_social-studies_8.15C_2023_q8; g8_social-studies_8.15C_2021_q18,8.15(C); 8.15(C),2023; 2021,8; 18
130,1,yes,g8_social-studies_8.15C_2019_q30,8.15(C),2019,30
131,1,yes,g8_social-studies_8.15C_2016_q47,8.15(C),2016,47
132,1,yes,g8_social-studies_8.15C_2014_q18,8.15(C),2014,18
133,1,yes,g8_social-studies_8.15D_2024_q29,8.15(D),2024,29
134,1,yes,g8_social-studies_8.15D_2023_q27,8.15(D),2023,27
135,1,yes,g8_social-studies_8.15D_2022_q2,8.15(D),2022,2
136,1,yes,g8_social-studies_8.15D_2019_q10,8.15(D),2019,10
137,1,yes,g8_social-studies_8.15D_2018_q35,8.15(D),2018,35
138,1,yes,g8_social-studies_8.15D_2016_q24,8.15(D),2016,24
139,1,yes,g8_social-studies_8.15D_2015_q28,8.15(D),2015,28
140,1,yes,g8_social-studies_8.15D_2013_q51,8.15(D),2013,51
141,1,yes,g8_social-studies_8.15D_2013_q48,8.15(D),2013,48
142,1,yes,g8_social-studies_8.15D_2013_q26,8.15(D),2013,26
143,1,yes,g8_social-studies_8.15D_2013_q9,8.15(D),2013,9
144,1,yes,g8_social-studies_8.16A_2022_q22,8.16(A),2022,22
145,2,yes,g8_social-studies_8.16A_2019_q11; g8_social-studies_8.16A_2016_q32,8.16(A); 8.16(A),2019; 2016,11; 32
146,0,no,,,,
147,1,yes,g8_social-studies_8.17A_2025_q37,8.17(A),2025,37
148,1,yes,g8_social-studies_8.17A_2023_q24,8.17(A),2023,24
149,1,yes,g8_social-studies_8.17A_2021_q32,8.17(A),2021,32
150,1,yes,g8_social-studies_8.17A_2019_q6,8.17(A),2019,6
151,1,yes,g8_social-studies_8.17A_2018_q30,8.17(A),2018,30
152,1,yes,g8_social-studies_8.17A_2017_q21,8.17(A),2017,21
153,1,yes,g8_social-studies_8.17A_2017_q10,8.17(A),2017,10
154,1,yes,g8_social-studies_8.17A_2016_q41,8.17(A),2016,41
155,1,yes,g8_social-studies_8.17A_2016_q4,8.17(A),2016,4
156,1,yes,g8_social-studies_8.17A_2015_q43,8.17(A),2015,43
157,1,yes,g8_social-studies_8.17A_2015_q39,8.17(A),2015,39
158,1,yes,g8_social-studies_8.17A_2014_q48,8.17(A),2014,48
159,1,yes,g8_social-studies_8.17A_2014_q5,8.17(A),2014,5
160,1,yes,g8_social-studies_8.17A_2013_q43,8.17(A),2013,43
161,1,yes,g8_social-studies_8.17A_2013_q24,8.17(A),2013,24
162,1,yes,g8_social-studies_8.18A_2019_q13,8.18(A),2019,13
163,1,yes,g8_social-studies_8.18A_2018_q27,8.18(A),2018,27
164,1,yes,g8_social-studies_8.18A_2017_q33,8.18(A),2017,33
165,1,yes,g8_social-studies_8.19B_2025_q17,8.19(B),2025,17
166,1,yes,g8_social-studies_8.19B_2024_q9,8.19(B),2024,9
167,2,yes,g8_social-studies_8.19B_2022_q7; g8_social-studies_8.19B_2021_q43,8.19(B); 8.19(B),2022; 2021,7; 43
168,1,yes,g8_social-studies_8.19B_2017_q4,8.19(B),2017,4
169,2,yes,g8_social-studies_8.19B_2016_q22; g8_social-studies_8.19B_2015_q46,8.19(B); 8.19(B),2016; 2015,22; 46
170,1,yes,g8_social-studies_8.19B_2014_q34,8.19(B),2014,34
171,1,yes,g8_social-studies_8.19B_2013_q15,8.19(B),2013,15
172,1,yes,g8_social-studies_8.19C_2024_q17,8.19(C),2024,17
173,1,yes,g8_social-studies_8.19C_2018_q33,8.19(C),2018,33
174,1,yes,g8_social-studies_8.19C_2014_q33,8.19(C),2014,33
175,1,yes,g8_social-studies_8.20A_2025_q21,8.20(A),2025,21
176,1,yes,g8_social-studies_8.21B_2025_q20,8.21(B),2025,20
177,1,yes,g8_social-studies_8.21B_2023_q38,8.21(B),2023,38
178,1,yes,g8_social-studies_8.21B_2019_q34,8.21(B),2019,34
179,1,yes,g8_social-studies_8.21C_2018_q31,8.21(C),2018,31
180,1,yes,g8_social-studies_8.25A_2015_q16,8.25(A),2015,16
181,1,yes,g8_social-studies_8.25C_2025_q3,8.25(C),2025,3
182,1,yes,g8_social-studies_8.25C_2024_q11,8.25(C),2024,11
183,2,yes,g8_social-studies_8.25C_2023_q1; g8_social-studies_8.25C_2022_q14,8.25(C); 8.25(C),2023; 2022,1; 14
184,1,yes,g8_social-studies_8.25C_2021_q2,8.25(C),2021,2
185,1,yes,g8_social-studies_8.25C_2019_q27,8.25(C),2019,27
186,1,yes,g8_social-studies_8.25C_2018_q42,8.25(C),2018,42
187,1,yes,g8_social-studies_8.25C_2017_q17,8.25(C),2017,17
188,1,yes,g8_social-studies_8.25C_2016_q45,8.25(C),2016,45
189,1,yes,g8_social-studies_8.25C_2015_q2,8.25(C),2015,2
190,1,yes,g8_social-studies_8.25C_2014_q36,8.25(C),2014,36
191,1,yes,g8_social-studies_8.25C_2013_q32,8.25(C),2013,32
192,0,no,,,,
193,1,yes,g8_social-studies_8.1A_2013_q46,8.1(A),2013,46
194,1,yes,g8_social-studies_8.1B_2024_q24,8.1(B),2024,24
195,1,yes,g8_social-studies_8.5A_2025_q40,8.5(A),2025,40
196,1,yes,g8_social-studies_8.5A_2021_q15,8.5(A),2021,15
197,1,yes,g8_social-studies_8.5A_2018_q29,8.5(A),2018,29
198,1,yes,g8_social-studies_8.5A_2017_q7,8.5(A),2017,7
199,1,yes,g8_social-studies_8.5A_2016_q49,8.5(A),2016,49
200,1,yes,g8_social-studies_8.5A_2015_q15,8.5(A),2015,15
201,1,yes,g8_social-studies_8.5A_2014_q51,8.5(A),2014,51
202,1,yes,g8_social-studies_8.5A_2013_q6,8.5(A),2013,6
203,1,yes,g8_social-studies_8.5C_2024_q25,8.5(C),2024,25
204,1,yes,g8_social-studies_8.5D_2024_q14,8.5(D),2024,14
205,2,yes,g8_social-studies_8.5D_2021_q9; g8_social-studies_8.5D_2019_q33,8.5(D); 8.5(D),2021; 2019,9; 33
206,1,yes,g8_social-studies_8.5D_2017_q24,8.5(D),2017,24
207,1,yes,g8_social-studies_8.5D_2016_q37,8.5(D),2016,37
208,1,yes,g8_social-studies_8.5D_2015_q3,8.5(D),2015,3
209,2,yes,g8_social-studies_8.5D_2014_q42; g8_social-studies_8.5D_2013_q44,8.5(D); 8.5(D),2014; 2013,42; 44
210,0,no,,,,
211,1,yes,g8_social-studies_8.5E_2022_q27,8.5(E),2022,27
212,1,yes,g8_social-studies_8.5E_2018_q15,8.5(E),2018,15
213,1,yes,g8_social-studies_8.5E_2013_q41,8.5(E),2013,41
214,1,yes,g8_social-studies_8.5F_2024_q15,8.5(F),2024,15
215,1,yes,g8_social-studies_8.5F_2022_q18,8.5(F),2022,18
216,1,yes,g8_social-studies_8.5F_2019_q32,8.5(F),2019,32
217,1,yes,g8_social-studies_8.5F_2018_q1,8.5(F),2018,1
218,1,yes,g8_social-studies_8.5F_2017_q25,8.5(F),2017,25
219,1,yes,g8_social-studies_8.5F_2016_q44,8.5(F),2016,44
220,1,yes,g8_social-studies_8.5F_2015_q32,8.5(F),2015,32
221,1,yes,g8_social-studies_8.5F_2014_q12,8.5(F),2014,12
222,1,yes,g8_social-studies_8.6A_2025_q31,8.6(A),2025,31
223,1,yes,g8_social-studies_8.6A_2024_q39,8.6(A),2024,39
224,1,yes,g8_social-studies_8.6A_2022_q41,8.6(A),2022,41
225,1,yes,g8_social-studies_8.6A_2019_q25,8.6(A),2019,25
226,1,yes,g8_social-studies_8.6A_2018_q13,8.6(A),2018,13
227,1,yes,g8_social-studies_8.6A_2017_q29,8.6(A),2017,29
228,1,yes,g8_social-studies_8.6A_2016_q16,8.6(A),2016,16
229,1,yes,g8_social-studies_8.6A_2014_q28,8.6(A),2014,28
230,1,yes,g8_social-studies_8.6A_2013_q10,8.6(A),2013,10
231,1,yes,g8_social-studies_8.11B_2015_q41,8.11(B),2015,41
232,1,yes,g8_social-studies_8.12C_2019_q42,8.12(C),2019,42
233,1,yes,g8_social-studies_8.13A_2022_q39,8.13(A),2022,39
234,1,yes,g8_social-studies_8.13A_2016_q9,8.13(A),2016,9
235,1,yes,g8_social-studies_8.13A_2015_q48,8.13(A),2015,48
236,1,yes,g8_social-studies_8.13A_2014_q23,8.13(A),2014,23
237,1,yes,g8_social-studies_8.14A_2024_q3,8.14(A),2024,3
238,1,yes,g8_social-studies_8.14A_2023_q16,8.14(A),2023,16
239,1,yes,g8_social-studies_8.14A_2022_q37,8.14(A),2022,37
240,1,yes,g8_social-studies_8.14A_2019_q14,8.14(A),2019,14
241,1,yes,g8_social-studies_8.14B_2023_q31,8.14(B),2023,31
242,1,yes,g8_social-studies_8.14B_2019_q26,8.14(B),2019,26
243,1,yes,g8_social-studies_8.18A_2024_q7,8.18(A),2024,7
244,2,yes,g8_social-studies_8.18A_2021_q7; g8_social-studies_8.18A_2016_q48,8.18(A); 8.18(A),2021; 2016,7; 48
245,1,yes,g8_social-studies_8.18A_2015_q4,8.18(A),2015,4
246,1,yes,g8_social-studies_8.18B_2023_q22,8.18(B),2023,22
247,2,yes,g8_social-studies_8.18B_2022_q35; g8_social-studies_8.18B_2013_q29,8.18(B); 8.18(B),2022; 2013,35; 29
248,0,no,,,,
249,1,yes,g8_social-studies_8.20A_2019_q43,8.20(A),2019,43
250,1,yes,g8_social-studies_8.22A_2023_q37,8.22(A),2023,37
251,1,yes,g8_social-studies_8.22A_2022_q40,8.22(A),2022,40
252,1,yes,g8_social-studies_8.22A_2014_q15,8.22(A),2014,15
253,1,yes,g8_social-studies_8.26B_2019_q17,8.26(B),2019,17
254,0,no,,,,
255,1,yes,g8_social-studies_8.5C_2022_q29,8.5(C),2022,29
256,1,yes,g8_social-studies_8.5D_2025_q28,8.5(D),2025,28
257,1,yes,g8_social-studies_8.5D_2023_q2,8.5(D),2023,2
258,1,yes,g8_social-studies_8.5D_2018_q7,8.5(D),2018,7
259,1,yes,g8_social-studies_8.5G_2025_q11,8.5(G),2025,11
260,1,yes,g8_social-studies_8.5G_2024_q4,8.5(G),2024,4
261,2,yes,g8_social-studies_8.5G_2019_q38; g8_social-studies_8.5G_2016_q29,8.5(G); 8.5(G),2019; 2016,38; 29
262,1,yes,g8_social-studies_8.5G_2015_q35,8.5(G),2015,35
263,1,yes,g8_social-studies_8.5H_2021_q26,8.5(H),2021,26
264,1,yes,g8_social-studies_8.5H_2019_q19,8.5(H),2019,19
265,1,yes,g8_social-studies_8.5H_2018_q20,8.5(H),2018,20
266,1,yes,g8_social-studies_8.5H_2015_q1,8.5(H),2015,1
267,1,yes,g8_social-studies_8.10A_2016_q7,8.10(A),2016,7
268,1,yes,g8_social-studies_8.17B_2023_q23,8.17(B),2023,23
269,1,yes,g8_social-studies_8.17B_2019_q28,8.17(B),2019,28
270,1,yes,g8_social-studies_8.17B_2018_q21,8.17(B),2018,21
271,1,yes,g8_social-studies_8.17B_2017_q11,8.17(B),2017,11
272,1,yes,g8_social-studies_8.17B_2016_q35,8.17(B),2016,35
273,1,yes,g8_social-studies_8.17B_2014_q9,8.17(B),2014,9
274,1,yes,g8_social-studies_8.17B_2013_q17,8.17(B),2013,17
275,1,yes,g8_social-studies_8.23C_2014_q13,8.23(C),2014,13
276,1,yes,g8_social-studies_8.23C_2013_q14,8.23(C),2013,14
277,0,no,,,,
278,1,yes,g8_social-studies_8.6B_2025_q19,8.6(B),2025,19
279,1,yes,g8_social-studies_8.6B_2024_q36,8.6(B),2024,36
280,1,yes,g8_social-studies_8.6B_2023_q21,8.6(B),2023,21
281,1,yes,g8_social-studies_8.6B_2022_q1,8.6(B),2022,1
282,2,yes,g8_social-studies_8.6B_2021_q11; g8_social-studies_8.6B_2018_q37,8.6(B); 8.6(B),2021; 2018,11; 37
283,1,yes,g8_social-studies_8.6B_2017_q23,8.6(B),2017,23
284,1,yes,g8_social-studies_8.6B_2016_q51,8.6(B),2016,51
285,1,yes,g8_social-studies_8.6B_2016_q12,8.6(B),2016,12
286,1,yes,g8_social-studies_8.6B_2015_q45,8.6(B),2015,45
287,1,yes,g8_social-studies_8.6B_2015_q22,8.6(B),2015,22
288,1,yes,g8_social-studies_8.6B_2014_q47,8.6(B),2014,47
289,1,yes,g8_social-studies_8.6B_2014_q2,8.6(B),2014,2
290,1,yes,g8_social-studies_8.6B_2013_q5,8.6(B),2013,5
291,1,yes,g8_social-studies_8.6C_2025_q6,8.6(C),2025,6
292,1,yes,g8_social-studies_8.6C_2024_q23,8.6(C),2024,23
293,1,yes,g8_social-studies_8.6C_2023_q30,8.6(C),2023,30
294,2,yes,g8_social-studies_8.6C_2022_q24; g8_social-studies_8.6C_2019_q31,8.6(C); 8.6(C),2022; 2019,24; 31
295,1,yes,g8_social-studies_8.6C_2018_q9,8.6(C),2018,9
296,1,yes,g8_social-studies_8.6C_2017_q27,8.6(C),2017,27
297,1,yes,g8_social-studies_8.6C_2016_q18,8.6(C),2016,18
298,1,yes,g8_social-studies_8.6C_2015_q19,8.6(C),2015,19
299,1,yes,g8_social-studies_8.6C_2014_q32,8.6(C),2014,32
300,1,yes,g8_social-studies_8.6C_2013_q20,8.6(C),2013,20
301,1,yes,g8_social-studies_8.10A_2018_q2,8.10(A),2018,2
302,1,yes,g8_social-studies_8.10B_2021_q16,8.10(B),2021,16
303,1,yes,g8_social-studies_8.10B_2018_q41,8.10(B),2018,41
304,1,yes,g8_social-studies_8.10B_2016_q5,8.10(B),2016,5
305,1,yes,g8_social-studies_8.10B_2014_q4,8.10(B),2014,4
306,1,yes,g8_social-studies_8.10B_2013_q1,8.10(B),2013,1
307,1,yes,g8_social-studies_8.10C_2021_q27,8.10(C),2021,27
308,1,yes,g8_social-studies_8.10C_2015_q30,8.10(C),2015,30
309,1,yes,g8_social-studies_8.11A_2021_q8,8.11(A),2021,8
310,1,yes,g8_social-studies_8.11A_2019_q40,8.11(A),2019,40
311,1,yes,g8_social-studies_8.11A_2014_q6,8.11(A),2014,6
312,1,yes,g8_social-studies_8.11B_2021_q1,8.11(B),2021,1
313,1,yes,g8_social-studies_8.11B_2014_q45,8.11(B),2014,45
314,1,yes,g8_social-studies_8.12A_2023_q36,8.12(A),2023,36
315,1,yes,g8_social-studies_8.12A_2017_q43,8.12(A),2017,43
316,1,yes,g8_social-studies_8.23A_2021_q20,8.23(A),2021,20
317,1,yes,g8_social-studies_8.23C_2017_q37,8.23(C),2017,37
318,1,yes,g8_social-studies_8.23D_2025_q32,8.23(D),2025,32
319,1,yes,g8_social-studies_8.23D_2017_q42,8.23(D),2017,42
320,1,yes,g8_social-studies_8.26A_2019_q44,8.26(A),2019,44
321,0,no,,,,
322,1,yes,g8_social-studies_8.10B_2024_q16,8.10(B),2024,16
323,1,yes,g8_social-studies_8.10B_2017_q3,8.10(B),2017,3
324,1,yes,g8_social-studies_8.10C_2023_q34,8.10(C),2023,34
325,1,yes,g8_social-studies_8.10C_2018_q16,8.10(C),2018,16
326,1,yes,g8_social-studies_8.10C_2017_q5,8.10(C),2017,5
327,1,yes,g8_social-studies_8.11A_2025_q5,8.11(A),2025,5
328,1,yes,g8_social-studies_8.11B_2016_q42,8.11(B),2016,42
329,1,yes,g8_social-studies_8.12B_2024_q40,8.12(B),2024,40
330,1,yes,g8_social-studies_8.12B_2019_q22,8.12(B),2019,22
331,1,yes,g8_social-studies_8.12B_2018_q12,8.12(B),2018,12
332,1,yes,g8_social-studies_8.12B_2014_q38,8.12(B),2014,38
333,1,yes,g8_social-studies_8.12B_2013_q50,8.12(B),2013,50
334,1,yes,g8_social-studies_8.12C_2016_q39,8.12(C),2016,39
335,1,yes,g8_social-studies_8.13B_2025_q29,8.13(B),2025,29
336,1,yes,g8_social-studies_8.13B_2024_q28,8.13(B),2024,28
337,1,yes,g8_social-studies_8.13B_2023_q11,8.13(B),2023,11
338,1,yes,g8_social-studies_8.13B_2022_q30,8.13(B),2022,30
339,1,yes,g8_social-studies_8.13B_2021_q28,8.13(B),2021,28
340,1,yes,g8_social-studies_8.13B_2019_q36,8.13(B),2019,36
341,2,yes,g8_social-studies_8.13B_2018_q43; g8_social-studies_8.13B_2017_q19,8.13(B); 8.13(B),2018; 2017,43; 19
342,1,yes,g8_social-studies_8.13B_2016_q46,8.13(B),2016,46
343,1,yes,g8_social-studies_8.13B_2015_q23,8.13(B),2015,23
344,1,yes,g8_social-studies_8.13B_2013_q35,8.13(B),2013,35
345,1,yes,g8_social-studies_8.14A_2013_q39,8.14(A),2013,39
346,1,yes,g8_social-studies_8.14B_2025_q35,8.14(B),2025,35
347,1,yes,g8_social-studies_8.14B_2021_q41,8.14(B),2021,41
348,1,yes,g8_social-studies_8.14B_2018_q28,8.14(B),2018,28
349,1,yes,g8_social-studies_8.14B_2014_q40,8.14(B),2014,40
350,1,yes,g8_social-studies_8.21A_2024_q19,8.21(A),2024,19
351,1,yes,g8_social-studies_8.23A_2025_q36,8.23(A),2025,36
352,2,yes,g8_social-studies_8.23A_2024_q5; g8_social-studies_8.23A_2023_q28,8.23(A); 8.23(A),2024; 2023,5; 28
353,1,yes,g8_social-studies_8.23A_2018_q32,8.23(A),2018,32
354,1,yes,g8_social-studies_8.23A_2017_q15,8.23(A),2017,15
355,1,yes,g8_social-studies_8.23A_2016_q36,8.23(A),2016,36
356,1,yes,g8_social-studies_8.23A_2016_q26,8.23(A),2016,26
357,1,yes,g8_social-studies_8.23A_2015_q24,8.23(A),2015,24
358,1,yes,g8_social-studies_8.23A_2014_q37,8.23(A),2014,37
359,1,yes,g8_social-studies_8.23A_2013_q21,8.23(A),2013,21
360,1,yes,g8_social-studies_8.23B_2022_q33,8.23(B),2022,33
361,1,yes,g8_social-studies_8.23B_2019_q16,8.23(B),2019,16
362,1,yes,g8_social-studies_8.23B_2017_q6,8.23(B),2017,6
363,1,yes,g8_social-studies_8.23D_2014_q52,8.23(D),2014,52
364,1,yes,g8_social-studies_8.23E_2013_q8,8.23(E),2013,8
365,1,yes,g8_social-studies_8.27A_2024_q35,8.27(A),2024,35
366,1,yes,g8_social-studies_8.27A_2022_q10,8.27(A),2022,10
