page_number,segment_count,has_items,item_ids,standards,years,question_numbers
49,1,yes,g4_math_4.3A_2015_q4,4.3(A),2015,4
50,1,yes,g4_math_4.3B_2023_q15,4.3(B),2023,15
51,1,yes,g4_math_4.3B_2022_q18,4.3(B),2022,18
52,1,yes,g4_math_4.3B_2019_q14,4.3(B),2019,14
53,1,yes,g4_math_4.3B_2018_q23,4.3(B),2018,23
54,1,yes,g4_math_4.3B_2015_q5,4.3(B),2015,5
55,1,yes,g4_math_4.2G_2025_q12,4.2(G),2025,12
56,1,yes,g4_math_4.2G_2025_q30,4.2(G),2025,30
57,1,yes,g4_math_4.2G_2024_q5,4.2(G),2024,5
58,2,yes,g4_math_4.2G_2024_q29; g4_math_4.2G_2023_q13,4.2(G); 4.2(G),2024; 2023,29; 13
59,2,yes,g4_math_4.2G_2023_q28; g4_math_4.2G_2022_q15,4.2(G); 4.2(G),2023; 2022,28; 15
60,2,yes,g4_math_4.2G_2022_q32; g4_math_4.2G_2021_q8,4.2(G); 4.2(G),2022; 2021,32; 8
61,2,yes,g4_math_4.2G_2021_q30; g4_math_4.2G_2019_q3,4.2(G); 4.2(G),2021; 2019,30; 3
62,1,yes,g4_math_4.2G_2019_q12,4.2(G),2019,12
63,2,yes,g4_math_4.2G_2018_q15; g4_math_4.2G_2018_q27,4.2(G); 4.2(G),2018; 2018,15; 27
64,2,yes,g4_math_4.2G_2017_q1; g4_math_4.2G_2017_q32,4.2(G); 4.2(G),2017; 2017,1; 32
65,1,yes,g4_math_4.2G_2016_q1,4.2(G),2016,1
66,2,yes,g4_math_4.2G_2016_q22; g4_math_4.2G_2016_q36,4.2(G); 4.2(G),2016; 2016,22; 36
67,1,yes,g4_math_4.2G_2015_q3,4.2(G),2015,3
68,1,yes,g4_math_4.3C_2025_q10,4.3(C),2025,10
69,1,yes,g4_math_4.3C_2024_q17,4.3(C),2024,17
70,1,yes,g4_math_4.3C_2015_q6,4.3(C),2015,6
71,1,yes,g4_math_4.3D_2025_q13,4.3(D),2025,13
72,1,yes,g4_math_4.3D_2025_q22,4.3(D),2025,22
73,1,yes,g4_math_4.3D_2024_q8,4.3(D),2024,8
74,1,yes,g4_math_4.3D_2024_q22,4.3(D),2024,22
75,1,yes,g4_math_4.3D_2023_q8,4.3(D),2023,8
76,1,yes,g4_math_4.3D_2023_q26,4.3(D),2023,26
77,1,yes,g4_math_4.3D_2022_q13,4.3(D),2022,13
78,1,yes,g4_math_4.3D_2022_q22,4.3(D),2022,22
79,2,yes,g4_math_4.3D_2021_q5; g4_math_4.3D_2021_q28,4.3(D); 4.3(D),2021; 2021,5; 28
80,1,yes,g4_math_4.3D_2019_q9,4.3(D),2019,9
81,1,yes,g4_math_4.3D_2019_q32,4.3(D),2019,32
82,2,yes,g4_math_4.3D_2018_q9; g4_math_4.3D_2018_q29,4.3(D); 4.3(D),2018; 2018,9; 29
83,1,yes,g4_math_4.3D_2017_q14,4.3(D),2017,14
84,1,yes,g4_math_4.3D_2017_q23,4.3(D),2017,23
85,1,yes,g4_math_4.3D_2016_q18,4.3(D),2016,18
86,1,yes,g4_math_4.3D_2016_q44,4.3(D),2016,44
87,1,yes,g4_math_4.3D_2015_q7,4.3(D),2015,7
88,1,yes,g4_math_4.3E_2025_q27,4.3(E),2025,27
89,1,yes,g4_math_4.3E_2024_q14,4.3(E),2024,14
90,1,yes,g4_math_4.3E_2023_q29,4.3(E),2023,29
91,1,yes,g4_math_4.3E_2022_q24,4.3(E),2022,24
92,1,yes,g4_math_4.3E_2021_q2,4.3(E),2021,2
93,1,yes,g4_math_4.3E_2021_q25,4.3(E),2021,25
94,1,yes,g4_math_4.3E_2019_q2,4.3(E),2019,2
95,1,yes,g4_math_4.3E_2019_q24,4.3(E),2019,24
96,1,yes,g4_math_4.3E_2018_q18,4.3(E),2018,18
97,2,yes,g4_math_4.3E_2017_q6; g4_math_4.3E_2017_q18,4.3(E); 4.3(E),2017; 2017,6; 18
98,1,yes,g4_math_4.3E_2016_q12,4.3(E),2016,12
99,1,yes,g4_math_4.3E_2016_q39,4.3(E),2016,39
100,1,yes,g4_math_4.3E_2015_q8,4.3(E),2015,8
101,1,yes,g4_math_4.3F_2025_q25,4.3(F),2025,25
102,1,yes,g4_math_4.3F_2023_q16,4.3(F),2023,16
103,1,yes,g4_math_4.3F_2022_q5,4.3(F),2022,5
104,2,yes,g4_math_4.3F_2019_q28; g4_math_4.3F_2018_q21,4.3(F); 4.3(F),2019; 2018,28; 21
105,1,yes,g4_math_4.3F_2015_q9,4.3(F),2015,9
106,0,no,,,,
107,2,yes,g4_math_4.2D_2021_q18; g4_math_4.2D_2017_q7,4.2(D); 4.2(D),2021; 2017,18; 7
108,0,no,,,,
109,1,yes,g4_math_4.4G_2022_q16,4.4(G),2022,16
110,1,yes,g4_math_4.4G_2019_q16,4.4(G),2019,16
111,1,yes,g4_math_4.4G_2017_q24,4.4(G),2017,24
112,1,yes,g4_math_4.4G_2016_q32,4.4(G),2016,32
113,1,yes,g4_math_4.4B_2025_q3,4.4(B),2025,3
114,1,yes,g4_math_4.4B_2024_q12,4.4(B),2024,12
115,2,yes,g4_math_4.4B_2022_q3; g4_math_4.4B_2017_q34,4.4(B); 4.4(B),2022; 2017,3; 34
116,1,yes,g4_math_4.4B_2016_q5,4.4(B),2016,5
117,1,yes,g4_math_4.4C_2023_q20,4.4(C),2023,20
118,1,yes,g4_math_4.4C_2022_q20,4.4(C),2022,20
119,1,yes,g4_math_4.4C_2019_q18,4.4(C),2019,18
120,1,yes,g4_math_4.4C_2018_q16,4.4(C),2018,16
121,1,yes,g4_math_4.4D_2025_q31,4.4(D),2025,31
122,1,yes,g4_math_4.4D_2023_q3,4.4(D),2023,3
123,2,yes,g4_math_4.4D_2021_q23; g4_math_4.4D_2017_q4,4.4(D); 4.4(D),2021; 2017,23; 4
124,1,yes,g4_math_4.4D_2016_q7,4.4(D),2016,7
125,1,yes,g4_math_4.4H_2025_q7,4.4(H),2025,7
126,2,yes,g4_math_4.4H_2019_q26; g4_math_4.4H_2018_q6,4.4(H); 4.4(H),2019; 2018,26; 6
127,1,yes,g4_math_4.4E_2025_q29,4.4(E),2025,29
128,1,yes,g4_math_4.4E_2024_q25,4.4(E),2024,25
129,2,yes,g4_math_4.4E_2023_q12; g4_math_4.4E_2021_q11,4.4(E); 4.4(E),2023; 2021,12; 11
130,0,no,,,,
131,1,yes,g4_math_4.4F_2024_q27,4.4(F),2024,27
132,2,yes,g4_math_4.4F_2023_q22; g4_math_4.4F_2021_q19,4.4(F); 4.4(F),2023; 2021,22; 19
133,2,yes,g4_math_4.4F_2018_q26; g4_math_4.4F_2017_q26,4.4(F); 4.4(F),2018; 2017,26; 26
134,1,yes,g4_math_4.4F_2016_q30,4.4(F),2016,30
135,1,yes,g4_math_4.4H_2024_q4,4.4(H),2024,4
136,2,yes,g4_math_4.4H_2023_q27; g4_math_4.4H_2022_q11,4.4(H); 4.4(H),2023; 2022,27; 11
137,2,yes,g4_math_4.4H_2022_q30; g4_math_4.4H_2021_q15,4.4(H); 4.4(H),2022; 2021,30; 15
138,2,yes,g4_math_4.4H_2021_q27; g4_math_4.4H_2019_q10,4.4(H); 4.4(H),2021; 2019,27; 10
139,2,yes,g4_math_4.4H_2017_q16; g4_math_4.4H_2017_q28,4.4(H); 4.4(H),2017; 2017,16; 28
140,2,yes,g4_math_4.4H_2016_q2; g4_math_4.4H_2016_q28,4.4(H); 4.4(H),2016; 2016,2; 28
141,2,yes,g4_math_4.4H_2016_q45; g4_math_4.4H_2015_q11,4.4(H); 4.4(H),2016; 2015,45; 11
142,0,no,,,,
143,1,yes,g4_math_4.5B_2025_q14,4.5(B),2025,14
144,1,yes,g4_math_4.5B_2024_q10,4.5(B),2024,10
145,1,yes,g4_math_4.5B_2024_q32,4.5(B),2024,32
146,1,yes,g4_math_4.5B_2023_q7,4.5(B),2023,7
147,1,yes,g4_math_4.5B_2022_q34,4.5(B),2022,34
148,1,yes,g4_math_4.5B_2021_q34,4.5(B),2021,34
149,1,yes,g4_math_4.5B_2019_q31,4.5(B),2019,31
150,1,yes,g4_math_4.5B_2018_q8,4.5(B),2018,8
151,1,yes,g4_math_4.5B_2018_q33,4.5(B),2018,33
152,1,yes,g4_math_4.5B_2017_q9,4.5(B),2017,9
153,1,yes,g4_math_4.5B_2016_q24,4.5(B),2016,24
154,1,yes,g4_math_4.5B_2016_q47,4.5(B),2016,47
155,1,yes,g4_math_4.5B_2015_q13,4.5(B),2015,13
156,1,yes,g4_math_4.5A_2025_q11,4.5(A),2025,11
157,1,yes,g4_math_4.5A_2025_q23,4.5(A),2025,23
158,1,yes,g4_math_4.5A_2024_q7,4.5(A),2024,7
159,1,yes,g4_math_4.5A_2024_q23,4.5(A),2024,23
160,1,yes,g4_math_4.5A_2023_q5,4.5(A),2023,5
161,2,yes,g4_math_4.5A_2023_q18; g4_math_4.5A_2022_q14,4.5(A); 4.5(A),2023; 2022,18; 14
162,2,yes,g4_math_4.5A_2022_q28; g4_math_4.5A_2021_q9,4.5(A); 4.5(A),2022; 2021,28; 9
163,1,yes,g4_math_4.5A_2019_q5,4.5(A),2019,5
164,1,yes,g4_math_4.5A_2019_q22,4.5(A),2019,22
165,2,yes,g4_math_4.5A_2018_q11; g4_math_4.5A_2018_q28,4.5(A); 4.5(A),2018; 2018,11; 28
166,2,yes,g4_math_4.5A_2017_q11; g4_math_4.5A_2016_q10,4.5(A); 4.5(A),2017; 2016,11; 10
167,1,yes,g4_math_4.5A_2016_q21,4.5(A),2016,21
168,1,yes,g4_math_4.5A_2016_q37,4.5(A),2016,37
169,1,yes,g4_math_4.5A_2015_q12,4.5(A),2015,12
170,0,no,,,,
171,1,yes,g4_math_4.6A_2024_q6,4.6(A),2024,6
172,2,yes,g4_math_4.6A_2022_q4; g4_math_4.6A_2019_q8,4.6(A); 4.6(A),2022; 2019,4; 8
173,1,yes,g4_math_4.6A_2018_q32,4.6(A),2018,32
174,1,yes,g4_math_4.6A_2016_q40,4.6(A),2016,40
175,1,yes,g4_math_4.6B_2025_q8,4.6(B),2025,8
176,1,yes,g4_math_4.6B_2023_q1,4.6(B),2023,1
177,1,yes,g4_math_4.6B_2021_q1,4.6(B),2021,1
178,2,yes,g4_math_4.6B_2018_q4; g4_math_4.6B_2017_q17,4.6(B); 4.6(B),2018; 2017,4; 17
179,1,yes,g4_math_4.6B_2016_q11,4.6(B),2016,11
180,1,yes,g4_math_4.6C_2024_q31,4.6(C),2024,31
181,2,yes,g4_math_4.6C_2023_q21; g4_math_4.6C_2021_q17,4.6(C); 4.6(C),2023; 2021,21; 17
182,1,yes,g4_math_4.6C_2017_q29,4.6(C),2017,29
183,1,yes,g4_math_4.6C_2016_q20,4.6(C),2016,20
184,1,yes,g4_math_4.6D_2025_q6,4.6(D),2025,6
185,1,yes,g4_math_4.6D_2024_q28,4.6(D),2024,28
186,2,yes,g4_math_4.6D_2023_q9; g4_math_4.6D_2022_q17,4.6(D); 4.6(D),2023; 2022,9; 17
187,2,yes,g4_math_4.6D_2022_q31; g4_math_4.6D_2021_q10,4.6(D); 4.6(D),2022; 2021,31; 10
188,2,yes,g4_math_4.6D_2021_q33; g4_math_4.6D_2019_q30,4.6(D); 4.6(D),2021; 2019,33; 30
189,2,yes,g4_math_4.6D_2018_q19; g4_math_4.6D_2017_q5,4.6(D); 4.6(D),2018; 2017,19; 5
190,2,yes,g4_math_4.6D_2017_q20; g4_math_4.6D_2016_q14,4.6(D); 4.6(D),2017; 2016,20; 14
191,2,yes,g4_math_4.6D_2016_q43; g4_math_4.6D_2015_q15,4.6(D); 4.6(D),2016; 2015,43; 15
192,0,no,,,,
193,0,no,,,,
194,1,yes,g4_math_4.7C_2025_q4,4.7(C),2025,4
195,0,no,,,,
196,0,no,,,,
197,1,yes,g4_math_4.7C_2023_q25,4.7(C),2023,25
198,1,yes,g4_math_4.7C_2022_q27,4.7(C),2022,27
199,1,yes,g4_math_4.7C_2021_q31,4.7(C),2021,31
200,1,yes,g4_math_4.7C_2019_q25,4.7(C),2019,25
201,1,yes,g4_math_4.7C_2018_q25,4.7(C),2018,25
202,0,no,,,,
203,0,no,,,,
204,1,yes,g4_math_4.7C_2017_q10,4.7(C),2017,10
205,1,yes,g4_math_4.7C_2017_q25,4.7(C),2017,25
206,1,yes,g4_math_4.7C_2016_q23,4.7(C),2016,23
207,1,yes,g4_math_4.7C_2016_q46,4.7(C),2016,46
208,0,no,,,,
209,0,no,,,,
210,1,yes,g4_math_4.7D_2024_q18,4.7(D),2024,18
211,1,yes,g4_math_4.7D_2021_q12,4.7(D),2021,12
212,1,yes,g4_math_4.7D_2019_q6,4.7(D),2019,6
213,1,yes,g4_math_4.7D_2015_q17,4.7(D),2015,17
214,1,yes,g4_math_4.7E_2022_q8,4.7(E),2022,8
215,2,yes,g4_math_4.7E_2019_q15; g4_math_4.7E_2018_q7,4.7(E); 4.7(E),2019; 2018,15; 7
216,1,yes,g4_math_4.7E_2016_q3,4.7(E),2016,3
217,1,yes,g4_math_4.7E_2015_q18,4.7(E),2015,18
218,0,no,,,,
219,1,yes,g4_math_4.5D_2025_q16,4.5(D),2025,16
220,2,yes,g4_math_4.5D_2025_q26; g4_math_4.5D_2024_q9,4.5(D); 4.5(D),2025; 2024,26; 9
221,1,yes,g4_math_4.5D_2024_q24,4.5(D),2024,24
222,2,yes,g4_math_4.5D_2023_q11; g4_math_4.5D_2023_q32,4.5(D); 4.5(D),2023; 2023,11; 32
223,2,yes,g4_math_4.5D_2022_q10; g4_math_4.5D_2022_q33,4.5(D); 4.5(D),2022; 2022,10; 33
224,2,yes,g4_math_4.5D_2021_q14; g4_math_4.5D_2021_q26,4.5(D); 4.5(D),2021; 2021,14; 26
225,1,yes,g4_math_4.5D_2019_q13,4.5(D),2019,13
226,1,yes,g4_math_4.5D_2019_q33,4.5(D),2019,33
227,1,yes,g4_math_4.5D_2018_q10,4.5(D),2018,10
228,1,yes,g4_math_4.5D_2018_q30,4.5(D),2018,30
229,1,yes,g4_math_4.5D_2017_q8,4.5(D),2017,8
230,2,yes,g4_math_4.5D_2017_q15; g4_math_4.5D_2016_q8,4.5(D); 4.5(D),2017; 2016,15; 8
231,2,yes,g4_math_4.5D_2016_q17; g4_math_4.5D_2016_q33,4.5(D); 4.5(D),2016; 2016,17; 33
232,1,yes,g4_math_4.5D_2015_q14,4.5(D),2015,14
233,1,yes,g4_math_4.8C_2025_q1,4.8(C),2025,1
234,1,yes,g4_math_4.8C_2025_q32,4.8(C),2025,32
235,1,yes,g4_math_4.8C_2024_q3,4.8(C),2024,3
236,1,yes,g4_math_4.8C_2024_q16,4.8(C),2024,16
237,1,yes,g4_math_4.8C_2023_q6,4.8(C),2023,6
238,2,yes,g4_math_4.8C_2023_q23; g4_math_4.8C_2022_q1,4.8(C); 4.8(C),2023; 2022,23; 1
239,2,yes,g4_math_4.8C_2022_q23; g4_math_4.8C_2021_q29,4.8(C); 4.8(C),2022; 2021,23; 29
240,2,yes,g4_math_4.8C_2019_q11; g4_math_4.8C_2019_q19,4.8(C); 4.8(C),2019; 2019,11; 19
241,1,yes,g4_math_4.8C_2018_q12,4.8(C),2018,12
242,1,yes,g4_math_4.8C_2018_q34,4.8(C),2018,34
243,1,yes,g4_math_4.8C_2017_q33,4.8(C),2017,33
244,2,yes,g4_math_4.8C_2016_q19; g4_math_4.8C_2016_q38,4.8(C); 4.8(C),2016; 2016,19; 38
245,1,yes,g4_math_4.8C_2015_q19,4.8(C),2015,19
246,1,yes,g4_math_4.8A_2025_q21,4.8(A),2025,21
247,1,yes,g4_math_4.8A_2023_q30,4.8(A),2023,30
248,1,yes,g4_math_4.8A_2021_q22,4.8(A),2021,22
249,1,yes,g4_math_4.8A_2017_q22,4.8(A),2017,22
250,1,yes,g4_math_4.8B_2025_q20,4.8(B),2025,20
251,1,yes,g4_math_4.8B_2022_q21,4.8(B),2022,21
252,1,yes,g4_math_4.8B_2019_q21,4.8(B),2019,21
253,1,yes,g4_math_4.8B_2018_q14,4.8(B),2018,14
254,0,no,,,,
255,1,yes,g4_math_4.9A_2025_q2,4.9(A),2025,2
256,1,yes,g4_math_4.9A_2025_q24,4.9(A),2025,24
257,1,yes,g4_math_4.9A_2024_q1,4.9(A),2024,1
258,1,yes,g4_math_4.9A_2024_q30,4.9(A),2024,30
259,1,yes,g4_math_4.9A_2023_q10,4.9(A),2023,10
260,1,yes,g4_math_4.9A_2023_q24,4.9(A),2023,24
261,1,yes,g4_math_4.9A_2022_q6,4.9(A),2022,6
262,1,yes,g4_math_4.9A_2022_q26,4.9(A),2022,26
263,1,yes,g4_math_4.9A_2021_q13,4.9(A),2021,13
264,1,yes,g4_math_4.9A_2021_q32,4.9(A),2021,32
265,1,yes,g4_math_4.9A_2019_q7,4.9(A),2019,7
266,1,yes,g4_math_4.9A_2019_q23,4.9(A),2019,23
267,1,yes,g4_math_4.9A_2018_q1,4.9(A),2018,1
268,1,yes,g4_math_4.9A_2018_q22,4.9(A),2018,22
269,1,yes,g4_math_4.9A_2017_q19,4.9(A),2017,19
270,1,yes,g4_math_4.9A_2017_q31,4.9(A),2017,31
271,1,yes,g4_math_4.9A_2015_q20,4.9(A),2015,20
272,1,yes,g4_math_4.9B_2025_q9,4.9(B),2025,9
273,1,yes,g4_math_4.9B_2024_q15,4.9(B),2024,15
274,2,yes,g4_math_4.9B_2021_q7; g4_math_4.9B_2018_q31,4.9(B); 4.9(B),2021; 2018,7; 31
275,1,yes,g4_math_4.9B_2017_q2,4.9(B),2017,2
276,1,yes,g4_math_4.9B_2015_q21,4.9(B),2015,21
277,0,no,,,,
278,1,yes,g4_math_4.10A_2025_q28,4.10(A),2025,28
279,1,yes,g4_math_4.10A_2023_q19,4.10(A),2023,19
280,1,yes,g4_math_4.10A_2022_q12,4.10(A),2022,12
281,1,yes,g4_math_4.10A_2019_q27,4.10(A),2019,27
282,1,yes,g4_math_4.10A_2018_q17,4.10(A),2018,17
283,1,yes,g4_math_4.10E_2023_q31,4.10(E),2023,31
284,2,yes,g4_math_4.10E_2022_q29; g4_math_4.10E_2019_q4,4.10(E); 4.10(E),2022; 2019,29; 4
285,1,yes,g4_math_4.10E_2015_q23,4.10(E),2015,23
286,1,yes,g4_math_4.10B_2024_q21,4.10(B),2024,21
287,2,yes,g4_math_4.10B_2021_q16; g4_math_4.10B_2017_q13,4.10(B); 4.10(B),2021; 2017,16; 13
288,1,yes,g4_math_4.10B_2015_q22,4.10(B),2015,22
289,0,no,,,,
